Designator,Mid X,Mid Y,Rotation,Layer
C1,151.475,-67.65,270.0,top
C2,186.8,-67.1,270.0,top
D1,143.825,-70.475,90.0,top
D2,165.1,-78.575,0.0,top
D3,196.6,-72.2,90.0,top
F1,143.782334,-76.709502,90.0,top
J1,153.84,-82.0,0.0,top
J2,186.14,-82.0,0.0,top
L1,175.3,-65.1,90.0,top
R1,193.4,-72.2,90.0,top
U1,163.35,-63.3,90.0,top
